ROCO_ID,PMC_ID,CC
ROCO_83298,PMC4275783_gr1.jpg,CC BY-NC-ND
ROCO_83299,PMC5370772_10.1177_2325967117S00092-fig2.jpg,CC BY-NC-ND
ROCO_83300,PMC5054996_gox-4-e0865-g010.jpg,CC BY-NC-ND
ROCO_83301,PMC4274365_11695_2014_1498_Fig3_HTML.jpg,NO-CC CODE
ROCO_83302,PMC5025574_13256_2016_1047_Fig5_HTML.jpg,CC BY
ROCO_83303,PMC3473188_10554_2011_9993_Fig2_HTML.jpg,NO-CC CODE
ROCO_83304,PMC3764758_JCAS-6-113-g006.jpg,CC BY-NC-SA
ROCO_83306,PMC5090568_TSTA11661341F02.jpg,CC BY-NC-SA
ROCO_83307,PMC2292182_1749-7221-3-7-2.jpg,CC BY
ROCO_83308,PMC4843157_crj-03-202-g001.jpg,CC BY-NC-ND
ROCO_83309,PMC3174774_uiht23-544-f7.jpg,CC BY
ROCO_83310,PMC5564248_JCD-20-76-g005.jpg,CC BY-NC-SA
ROCO_83311,PMC5087355_sensors-16-01566-g004.jpg,CC BY
ROCO_83312,PMC4812798_CN-13-294_F3.jpg,CC BY-NC
ROCO_83313,PMC5429258_10195_2017_447_Fig2_HTML.jpg,CC BY
ROCO_83314,PMC5718777_indhealth-55-564-g001.jpg,CC BY-NC-ND
ROCO_83316,PMC4991301_GCB-22-1755-g001.jpg,CC BY
ROCO_83318,PMC5225790_0392-100X-36-345-g003a.jpg,CC BY-NC-ND
ROCO_83319,PMC5034463_12968_2016_275_Fig3_HTML.jpg,CC BY
ROCO_83321,PMC5540526_CRIOPM2017-4230657.002.jpg,CC BY
ROCO_83322,PMC4460632_12891_2015_593_Fig1_HTML.jpg,CC BY
ROCO_83324,PMC3939340_jls0031331090001.jpg,CC BY-NC-ND
ROCO_83325,PMC4107229_tre-04-249-5678-1-g001.jpg,CC BY-NC-ND
ROCO_83326,PMC4245278_bpb-24-71-g003.jpg,CC BY-NC-ND
ROCO_83327,PMC3446246_fnint-06-00070-g004.jpg,CC BY
ROCO_83328,PMC2778170_CRP2009-943453.004.jpg,CC BY
ROCO_83329,PMC3389326_kjpain-25-195-g003.jpg,CC BY-NC
ROCO_83330,PMC5628965_kjtcv-50-371f2.jpg,CC BY-NC
ROCO_83331,PMC3296930_jpis-42-13-g006.jpg,CC BY-NC
ROCO_83333,PMC5177722_kjped-59-S88-g004.jpg,CC BY-NC
ROCO_83334,PMC4797136_12971_2016_74_Fig1_HTML.jpg,CC BY
ROCO_83335,PMC4155785_fpubh-02-00135-g003.jpg,CC BY
ROCO_83336,PMC2636033_IndianJOphthalmol-55-376-g004.jpg,CC BY-NC-SA
ROCO_83337,PMC2773593_umj7803-179-f2.jpg,NO-CC CODE
ROCO_83339,PMC3830285_IJEM-17-149-g001.jpg,CC BY-NC-SA
ROCO_83340,PMC5722186_gr3.jpg,CC BY-NC-ND
ROCO_83341,PMC5727991_JOCR-7-16-g001.jpg,CC BY-NC
ROCO_83342,PMC5279105_medi-96-e5939-g001.jpg,CC BY-NC-ND
ROCO_83343,PMC3900427_pone.0085557.g014.jpg,CC BY
ROCO_83344,PMC4256971_1556-276X-9-635-3.jpg,CC BY
ROCO_83345,PMC3914931_pone.0088200.g001.jpg,CC BY
ROCO_83346,PMC4797136_12971_2016_74_Fig3_HTML.jpg,CC BY
ROCO_83347,PMC4302476_MEAJO-22-45-g001.jpg,CC BY-NC-SA
ROCO_83349,PMC2365963_1752-1947-2-114-1.jpg,CC BY
ROCO_83350,PMC3641494_bmjopen2012002327f01.jpg,CC BY-NC
ROCO_83351,PMC5367593_eor-1-65-g003.jpg,CC BY-NC
ROCO_83353,PMC4981662_jocgp-10-076-g003.jpg,CC BY
ROCO_83354,PMC4799335_gr1.jpg,CC BY-NC-ND
ROCO_83356,PMC4085696_1756-0500-7-416-3.jpg,CC BY
ROCO_83357,PMC3237603_pone.0029323.g002.jpg,CC BY
ROCO_83359,PMC4424726_JOVR-10-87-g001.jpg,CC BY-NC-SA
ROCO_83360,PMC2879549_IJBI2010-429051.006.jpg,CC BY
ROCO_83362,PMC3232482_IPC-2-24-g011.jpg,CC BY-NC-SA
ROCO_83363,PMC4443577_0392-100X-35-45-g002.jpg,CC BY-NC-ND
ROCO_83364,PMC5525447_2176-9451-dpjo-22-03-00064-gf6.jpg,CC BY
ROCO_83365,PMC3171108_fpsyg-02-00179-g002.jpg,NO-CC CODE
ROCO_83366,PMC4636807_12891_2015_800_Fig6_HTML.jpg,CC BY
ROCO_83367,PMC4386168_pjms-31-111-g001.jpg,CC BY
ROCO_83368,PMC2825122_IJPS-41-93-g019.jpg,CC BY
ROCO_83369,PMC2954207_f-66-01211-fig3.jpg,CC BY
ROCO_83371,PMC4906856_CCD-7-158-g003.jpg,CC BY-NC-SA
ROCO_83372,PMC4756228_cardiovascmed-05-02-31374-g001.jpg,CC BY-NC
ROCO_83373,PMC4395564_11751_2015_216_Fig1_HTML.jpg,NO-CC CODE
ROCO_83375,PMC3548561_fpsyg-03-00561-g002.jpg,CC BY
ROCO_83376,PMC5065949_jgc-16-191-g003.jpg,CC BY-NC
ROCO_83377,PMC5031868_JOS2016-4131794.001.jpg,CC BY
ROCO_83378,PMC3218853_gb-2011-12-4-112-1.jpg,NO-CC CODE
ROCO_83379,PMC5352721_hp-29-15-g006.jpg,CC BY-NC
ROCO_83380,PMC5502892_materials-09-00240-g002.jpg,CC BY
ROCO_83382,PMC4765261_hnu003f1p.jpg,CC BY
ROCO_83384,PMC2840730_APC-01-38-g005.jpg,CC BY
ROCO_83385,PMC3020159_1475-2875-9-375-1.jpg,CC BY
ROCO_83386,PMC3142828_IJU-27-190-g004.jpg,CC BY-NC-SA
ROCO_83387,PMC4876237_IJBI2016-1420230.016.jpg,CC BY
ROCO_83388,PMC3854503_1746-6148-9-210-5.jpg,CC BY
ROCO_83389,PMC3290466_sensors-09-06715f6.jpg,CC BY
ROCO_83391,PMC3580344_IJPS-45-466-g003.jpg,CC BY-NC-SA
ROCO_83392,PMC2958333_SNI-1-62-g003.jpg,CC BY
ROCO_83393,PMC4433910_tbeq-28-118-g001.jpg,CC BY
ROCO_83394,PMC5551309_IJT-9-67-g002.jpg,CC BY-NC-SA
ROCO_83396,PMC3235274_11657_2011_58_Fig3_HTML.jpg,NO-CC CODE
ROCO_83398,PMC4663513_toxins-07-04442-g001.jpg,CC BY
ROCO_83399,PMC5747499_gr8.jpg,CC BY-NC-ND
ROCO_83400,PMC3498706_JISP-16-370-g001.jpg,CC BY-NC-SA
ROCO_83401,PMC5732653_gox-5-e1518-g003.jpg,CC BY-NC-ND
ROCO_83402,PMC3368497_jbr-25-01-001-g001.jpg,CC BY
ROCO_83403,PMC5448033_ijo-29-171-g002.jpg,CC BY
ROCO_83404,PMC4519558_gr1.jpg,CC BY-NC-ND
ROCO_83405,PMC4260620_medscimonit-20-2489-g004.jpg,NO-CC CODE
ROCO_83406,PMC3985551_1878-5085-5-6-10.jpg,CC BY
ROCO_83407,PMC4061684_IJO-62-358-g002.jpg,CC BY-NC-SA
ROCO_83408,PMC4990042_0104-1169-rlae-24-02745-gf1.jpg,CC BY
ROCO_83409,PMC4181645_opth-8-1919Fig2.jpg,CC BY-NC
ROCO_83411,PMC3473228_jgc-12-201-g002.jpg,CC BY-NC
ROCO_83412,PMC4158582_JISP-18-433-g007.jpg,CC BY-NC-SA
ROCO_83413,PMC3200077_RRP2011-714864.005.jpg,CC BY
ROCO_83414,PMC3440937_JCIS-2-52-g005.jpg,CC BY-NC-SA
ROCO_83415,PMC5753046_Beilstein_J_Nanotechnol-08-2729-g012.jpg,CC BY
ROCO_83416,PMC5710019_RomJOphthalmol-61-117-g0012.jpg,CC BY
ROCO_83417,PMC5506938_materials-10-00426-g008.jpg,CC BY
ROCO_83419,PMC3558887_jls0041229220002.jpg,CC BY-NC-ND
ROCO_83420,PMC4328317_1532-429X-17-S1-Q97-1.jpg,CC BY
ROCO_83421,PMC3106388_IJA-55-154-g001.jpg,CC BY
ROCO_83423,PMC2931647_192_2010_1122_Fig1_HTML.jpg,NO-CC CODE
ROCO_83425,PMC2896375_1752-1947-4-159-6.jpg,CC BY
ROCO_83426,PMC3091375_TODENTJ-5-58_F2.jpg,CC BY-NC
ROCO_83427,PMC3130916_opth-5-791f5.jpg,NO-CC CODE
ROCO_83428,PMC4243009_415_2013_7237_Fig1_HTML.jpg,NO-CC CODE
ROCO_83429,PMC5738197_gr2.jpg,CC BY
ROCO_83430,PMC5505295_cr-08-117-g002.jpg,CC BY-NC
ROCO_83431,PMC4819377_VetWorld-9-222-g001.jpg,CC BY
ROCO_83432,PMC5429242_gr3.jpg,CC BY-NC-ND
ROCO_83433,PMC4814076_pone.0152623.g003.jpg,CC BY
ROCO_83434,PMC4802824_fuv044fig1g.jpg,CC BY-NC-ND
ROCO_83435,PMC4475289_12886_2015_46_Fig2_HTML.jpg,CC BY
ROCO_83437,PMC4713919_gr3.jpg,CC BY-NC-ND
ROCO_83438,PMC3988494_TOORTHJ-8-52_F4-6.jpg,CC BY-NC
ROCO_83440,PMC2905185_OJO-2-82-g002.jpg,CC BY
ROCO_83443,PMC4738657_OJO-8-147-g003.jpg,CC BY-NC-SA
ROCO_83445,PMC5288330_gr1.jpg,CC BY-NC-ND
ROCO_83446,PMC2694025_co-2-645f1.jpg,NO-CC CODE
ROCO_83447,PMC5046264_pone.0162037.g009.jpg,CC BY
ROCO_83448,PMC3108901_mv-v17-1414-f1.jpg,CC BY
ROCO_83449,PMC3793314_JOP2013-518479.007.jpg,CC BY
ROCO_83450,PMC4759434_biodiversity_data_journal-4-e6900-g012_a.jpg,CC BY
ROCO_83451,PMC4527258_gou039f2p.jpg,CC BY
ROCO_83452,PMC3289629_pone.0030811.g001.jpg,CC BY
ROCO_83453,PMC3663114_CroatMedJ_54_0203-F1.jpg,CC BY
ROCO_83457,PMC3739418_eplasty13e41_fig1.jpg,CC BY
ROCO_83458,PMC3226357_1476-072X-10-45-3.jpg,CC BY
ROCO_83459,PMC3822341_IJU-29-277-g001.jpg,CC BY-NC-SA
ROCO_83460,PMC4296620_dpjo-19-03-0026-g01.jpg,CC BY
ROCO_83461,PMC4477451_JHRS-8-61-g007.jpg,CC BY-NC-SA
ROCO_83462,PMC113251_1471-2474-3-13-3.jpg,NO-CC CODE
ROCO_83464,PMC5447246_JBPE-7-101-g001.jpg,CC BY-NC-SA
ROCO_83465,PMC5703106_10.1177_1756283X17730810-fig1.jpg,CC BY-NC
ROCO_83466,PMC4357685_cop-0006-0066-g01.jpg,CC BY-NC
ROCO_83467,PMC4963147_gr3.jpg,CC BY-NC-ND
ROCO_83468,PMC4672604_gr3.jpg,CC BY-NC-ND
ROCO_83469,PMC4856370_pone.0153393.g001.jpg,CC BY
ROCO_83470,PMC3324890_AOP2012-645321.002.jpg,CC BY
ROCO_83471,PMC3004081_IJOrtho-45-57-g002.jpg,CC BY
ROCO_83472,PMC3250665_cop0002-0392-f03.jpg,CC BY-NC-ND
ROCO_83473,PMC5637379_TJO-7-143-g001.jpg,CC BY-NC-SA
ROCO_83474,PMC3535799_jls0031228990001.jpg,CC BY-NC-ND
ROCO_83475,PMC3340347_pone.0036226.g005.jpg,CC BY
ROCO_83476,PMC3190499_IJRI-21-231-g004.jpg,CC BY-NC-SA
ROCO_83477,PMC3015710_jsls-10-3-392-g05.jpg,CC BY-NC-ND
ROCO_83478,PMC4144139_EJD-8-389-g001.jpg,CC BY-NC-SA
ROCO_83480,PMC4002424_pone.0094919.g001.jpg,CC BY
ROCO_83482,PMC3155971_1475-2875-10-199-5.jpg,CC BY
ROCO_83485,PMC3487200_APC-5-135-g001.jpg,CC BY-NC-SA
ROCO_83486,PMC4035836_0392-100X-34-174-g005a.jpg,CC BY-NC-ND
ROCO_83487,PMC3861962_aob-21-080-g03.jpg,CC BY-NC
ROCO_83488,PMC5431978_41598_2017_1954_Fig1_HTML.jpg,CC BY
ROCO_83489,PMC4837399_fnins-10-00166-g0006.jpg,CC BY
ROCO_83490,PMC5345105_bdj-05-e11760-g015_e.jpg,CC BY
ROCO_83491,PMC3866056_jls0041332220003.jpg,CC BY-NC-ND
ROCO_83492,PMC3300901_1757-1626-2-7414-4.jpg,CC BY
ROCO_83493,PMC4401285_jcmm0011-1214-f2.jpg,NO-CC CODE
ROCO_83494,PMC3134706_jls0011127100003.jpg,CC BY-NC-ND
ROCO_83495,PMC5621259_IJO-65-787-g006.jpg,CC BY-NC-SA
ROCO_83496,PMC5264193_IJU-33-48-g003.jpg,CC BY-NC-SA
ROCO_83497,PMC4756568_JISPCD-5-57-g001.jpg,CC BY-NC-SA
ROCO_83498,PMC3043585_jls0021026160002.jpg,CC BY-NC-ND
ROCO_83499,PMC3880710_IJBC2013-930596.007.jpg,CC BY
ROCO_83500,PMC4752093_1677-5538-ibju-41-2-0296-gf01.jpg,CC BY-NC
ROCO_83501,PMC4993819_ijcpd-03-139-g005.jpg,CC BY
ROCO_83502,PMC4707393_SaudiMedJ-36-1389-g003.jpg,CC BY-NC-SA
ROCO_83503,PMC3710613_ECAM2013-984763.012.jpg,CC BY
ROCO_83504,PMC5434558_40349_2017_91_Fig1_HTML.jpg,CC BY
ROCO_83505,PMC3789905_wjem-14-448-g001.jpg,CC BY-NC
ROCO_83506,PMC4837773_JIPS-16-167-g007.jpg,CC BY-NC-SA
ROCO_83507,PMC5506347_wjps-6-144-g005.jpg,CC BY
ROCO_83508,PMC3505899_CRIM.ORTHOPEDICS2012-789418.004.jpg,CC BY
ROCO_83510,PMC4579741_JoU-2012-0002-g001.jpg,NO-CC CODE
ROCO_83511,PMC3526596_pone.0052203.g002.jpg,CC BY
ROCO_83512,PMC3148864_jls0021127180001.jpg,CC BY-NC-ND
ROCO_83513,PMC3931340_10.1177_1941738113513006-fig1.jpg,NO-CC CODE
ROCO_83514,PMC4327079_sensors-15-01321f5.jpg,CC BY
ROCO_83515,PMC4198553_ce-47-389-g003.jpg,CC BY-NC
ROCO_83516,PMC3072173_cop0002-0065-f02.jpg,CC BY-NC-ND
ROCO_83517,PMC5025439_fnagi-08-00219-g0004.jpg,CC BY
ROCO_83518,PMC3227159_JMedLife-04-424-g005.jpg,CC BY
ROCO_83519,PMC5017409_sensors-16-01244-g002.jpg,CC BY
ROCO_83520,PMC4971750_40644_2016_75_Fig2_HTML.jpg,CC BY
ROCO_83521,PMC5179485_jap-8-465-g005.jpg,CC BY-NC
ROCO_83522,PMC4154426_jls9991433400003.jpg,CC BY-NC-ND
ROCO_83523,PMC2868874_1752-1947-4-104-1.jpg,CC BY
ROCO_83524,PMC3696006_pone.0065941.g001.jpg,CC BY
ROCO_83525,PMC4886728_gr1.jpg,CC BY-NC-ND
ROCO_83527,PMC4130024_JFDS-6-92-g005.jpg,CC BY-NC-SA
ROCO_83529,PMC4681898_gr8.jpg,CC BY-NC-ND
ROCO_83530,PMC5456496_materials-09-00101-g004.jpg,CC BY
ROCO_83531,PMC2064160_jcb174003bf01.jpg,CC BY-NC-SA
ROCO_83532,PMC3219886_TOCMJ-5-218_F1.jpg,CC BY-NC
ROCO_83533,PMC3015638_jsls-9-4-393-g01.jpg,CC BY-NC-ND
ROCO_83534,PMC5022172_fnhum-10-00454-g001.jpg,CC BY
ROCO_83535,PMC5288330_gr3.jpg,CC BY-NC-ND
ROCO_83536,PMC4367883_12886_2015_10_Fig2_HTML.jpg,CC BY
ROCO_83537,PMC5370772_10.1177_2325967117S00092-fig1.jpg,CC BY-NC-ND
ROCO_83538,PMC3015331_jsls-3-2-131-g05.jpg,CC BY-NC-ND
ROCO_83541,PMC3043572_jls0021026040002.jpg,CC BY-NC-ND
ROCO_83542,PMC3700146_NJMS-3-139-g002.jpg,CC BY-NC-SA
ROCO_83543,PMC4181128_IJABMR-4-27-g003.jpg,CC BY-NC-SA
ROCO_83545,PMC5457872_medi-96-e6965-g004.jpg,CC BY-ND
ROCO_83546,PMC5463520_0392-100X-37-128-g003.jpg,CC BY-NC-ND
ROCO_83547,PMC156641_1475-925X-2-11-8.jpg,NO-CC CODE
ROCO_83548,PMC3878885_1471-2164-14-871-6.jpg,CC BY
ROCO_83549,PMC5266658_1413-7852-aob-24-05-00262-gf1.jpg,CC BY
ROCO_83550,PMC5116592_WJG-22-9477-g001.jpg,CC BY-NC
ROCO_83551,PMC5379907_gr2.jpg,CC BY-NC-ND
ROCO_83552,PMC2258033_1712rr5.jpg,CC BY-NC-SA
ROCO_83553,PMC4003479_srep04837-f1.jpg,CC BY-NC-ND
ROCO_83554,PMC5301179_VetWorld-10-6-g002.jpg,CC BY
ROCO_83555,PMC4822069_biodiversity_data_journal-4-e7648-g004.jpg,CC BY
ROCO_83556,PMC4257790_14-0920-F.jpg,NO-CC CODE
ROCO_83557,PMC2235876_1752-1947-1-174-5.jpg,CC BY
ROCO_83558,PMC2676073_p136_fig2.jpg,NO-CC CODE
ROCO_83559,PMC4743149_f1000research-4-8048-g0000.jpg,CC BY
ROCO_83561,PMC3015490_jsls-7-2-101-g02.jpg,CC BY-NC-ND
ROCO_83563,PMC5489543_jgc-17-145-g002.jpg,CC BY-NC
ROCO_83564,PMC3097603_biij-02-e19-g06.jpg,CC BY
ROCO_83565,PMC4467060_40201_2015_207_Fig4_HTML.jpg,CC BY
ROCO_83566,PMC4208412_fneur-05-00217-g001.jpg,CC BY
ROCO_83567,PMC4459476_gr4.jpg,CC BY
ROCO_83569,PMC3666076_jod-10-155f3.jpg,CC BY-NC
ROCO_83570,PMC2202328_1751-0147-42-425-2.jpg,NO-CC CODE
ROCO_83571,PMC5370517_JOPH2017-4526243.001.jpg,CC BY
ROCO_83573,PMC4304549_S0025727314000696_fig2.jpg,NO-CC CODE
ROCO_83574,PMC4665601_diagnostics-05-00296-g001.jpg,CC BY
ROCO_83575,PMC2704193_1758-3284-1-19-5.jpg,CC BY
ROCO_83576,PMC2964702_HV-11-31-g009.jpg,CC BY
ROCO_83577,PMC3877623_MIS2013-171369.008.jpg,CC BY
ROCO_83578,PMC3430931_fnhum-06-00243-g0001.jpg,CC BY
ROCO_83579,PMC4564423_PAMJ-21-44-g005.jpg,CC BY
ROCO_83581,PMC5661313_ACA-20-432-g002.jpg,CC BY-NC-SA
ROCO_83582,PMC4993622_10-1055-s-0036-1586743-i1600057-7.jpg,NO-CC CODE
ROCO_83583,PMC4993819_ijcpd-03-139-g007.jpg,CC BY
ROCO_83584,PMC4145715_fnint-08-00068-g0004.jpg,CC BY
ROCO_83586,PMC5255896_41114_2016_3_Fig2.jpg,NO-CC CODE
ROCO_83587,PMC4436477_IJOrtho-49-136-g005.jpg,CC BY-NC-SA
ROCO_83588,PMC5594938_APC-10-269-g004.jpg,CC BY-NC-SA
ROCO_83589,PMC3400763_428_2012_1254_Fig6_HTML.jpg,NO-CC CODE
ROCO_83590,PMC4027102_btrt-1-107-g004.jpg,CC BY-NC
ROCO_83593,PMC4174105_gox-1-e85-g001.jpg,CC BY-NC-ND
ROCO_83594,PMC4958114_gr5.jpg,CC BY-NC-ND
ROCO_83595,PMC5256560_40349_2017_87_Fig9_HTML.jpg,CC BY
ROCO_83596,PMC5327556_12909_2017_885_Fig1_HTML.jpg,CC BY
ROCO_83597,PMC4611930_JOMFP-19-205-g003.jpg,CC BY-NC-SA
ROCO_83598,PMC4649100_JOPH2015-163675.007.jpg,CC BY
ROCO_83599,PMC5360938_BMRI2017-8584753.005.jpg,CC BY
ROCO_83600,PMC3871953_sensors-06-00249f2.jpg,NO-CC CODE
ROCO_83601,PMC2505292_11999_2007_12_Fig4_HTML.jpg,NO-CC CODE
ROCO_83602,PMC3576293_1476-072X-12-3-3.jpg,CC BY
ROCO_83603,PMC4330621_JFDS-7-59-g002.jpg,CC BY-NC-SA
ROCO_83604,PMC4029693_sensors-14-06877f11.jpg,CC BY
ROCO_83605,PMC3373197_JOP2012-876472.009.jpg,CC BY
ROCO_83606,PMC4003735_kja-18-38-g001.jpg,CC BY-NC
ROCO_83607,PMC5611793_TOORTHJ-11-897_F4.jpg,CC BY
ROCO_83608,PMC5061678_40634_2016_63_Fig1_HTML.jpg,CC BY
ROCO_83609,PMC5537098_10278_2017_9987_Fig7_HTML.jpg,CC BY
ROCO_83610,PMC5013131_medhum-2016-010959f01.jpg,CC BY-NC
ROCO_83611,PMC3985252_ijpr-13-199-g003.jpg,CC BY
ROCO_83612,PMC3475473_trd-73-61-g003.jpg,CC BY-NC
ROCO_83613,PMC3898897_gr2.jpg,CC BY
ROCO_83614,PMC3530270_ASL-31-62-g005.jpg,CC BY-NC-SA
ROCO_83615,PMC4164290_ndt-10-1677Fig3.jpg,CC BY-NC
ROCO_83616,PMC3665097_Ayu-33-412-g006.jpg,CC BY-NC-SA
ROCO_83617,PMC4691292_40662_2015_31_Fig3_HTML.jpg,CC BY
ROCO_83618,PMC3984769_BTRI2014-217030.001.jpg,CC BY
ROCO_83619,PMC4072392_JOS-3-12-g002.jpg,CC BY-NC-SA
ROCO_83620,PMC3445133_10.1177_1941738110397875-fig1.jpg,NO-CC CODE
ROCO_83621,PMC3269654_fnevo-04-00002-g001.jpg,CC BY-NC
ROCO_83622,PMC4619577_13018_2015_306_Fig2_HTML.jpg,CC BY
ROCO_83623,PMC4621276_ijwh-6-833Fig1.jpg,CC BY-NC
ROCO_83624,PMC4797444_LI-33-208-g005.jpg,CC BY-NC-SA
ROCO_83625,PMC4432449_sft01105.jpg,NO-CC CODE
ROCO_83627,PMC1978243_nem009f6.jpg,CC BY-NC
ROCO_83630,PMC3953627_NJS-20-16-g005.jpg,CC BY-NC-SA
ROCO_83631,PMC4675004_IJPI-5-226-g019.jpg,CC BY-NC-SA
ROCO_83632,PMC4460548_fnhum-09-00295-g0009.jpg,CC BY
ROCO_83633,PMC5502573_EJD-11-242-g001.jpg,CC BY-NC-SA
ROCO_83634,PMC3290114_EHTJ-5-15343-g001.jpg,CC BY-NC
ROCO_83635,PMC4435852_gr3.jpg,CC BY-NC-ND
ROCO_83637,PMC5694963_gr3.jpg,CC BY-NC-ND
ROCO_83638,PMC2740835_pcbi.1000520.g004.jpg,CC BY
ROCO_83639,PMC2253542_1475-925X-7-3-10.jpg,CC BY
ROCO_83640,PMC4055357_BMRI2014-207974.003.jpg,CC BY
ROCO_83641,PMC4564506_IJPS-48-192-g003.jpg,CC BY-NC-SA
ROCO_83642,PMC4733373_10-1055-s-0035-1550340-i1400085-5.jpg,NO-CC CODE
ROCO_83643,PMC3954297_rcse9408-605-02.jpg,CC BY
ROCO_83644,PMC3015802_jsls-11-1-97-g04.jpg,CC BY-NC-ND
ROCO_83645,PMC3897645_pone.0086087.g012.jpg,CC BY
ROCO_83646,PMC1368977_1477-7819-4-2-1.jpg,CC BY
ROCO_83647,PMC4143510_cios-6-253-g003.jpg,CC BY-NC
ROCO_83648,PMC5400467_rjx053f02.jpg,CC BY-NC
ROCO_83650,PMC3627160_WIITM-8-20138-g002.jpg,CC BY-NC-ND
ROCO_83651,PMC2841377_IJO-58-64-g004.jpg,CC BY
ROCO_83652,PMC3524279_ETM-05-01-0292-g01.jpg,CC BY
ROCO_83653,PMC4152832_biodiversity_data_journal-2-e1156-g003_c.jpg,CC BY
ROCO_83655,PMC2629172_medhis5301-01-05-01.jpg,NO-CC CODE
ROCO_83656,PMC5133587_srep38303-f2.jpg,CC BY
ROCO_83657,PMC3340973_jls0041128150003.jpg,CC BY-NC-ND
ROCO_83659,PMC4379335_sfu07601.jpg,CC BY-NC
ROCO_83661,PMC4224691_13014_2014_232_Fig1_HTML.jpg,CC BY
ROCO_83662,PMC2759619_IJO-42-225-g002.jpg,CC BY
ROCO_83663,PMC5721486_CJ-14-28-g001.jpg,CC BY-NC-SA
ROCO_83664,PMC5739534_goodw3-2782669.jpg,NO-CC CODE
ROCO_83665,PMC2922872_ipej100339-01.jpg,CC BY
ROCO_83666,PMC4897456_ISRN2014-293675.001.jpg,CC BY
ROCO_83667,PMC5356257_13013_2017_114_Fig30_HTML.jpg,CC BY
ROCO_83669,PMC3296658_1756-3305-5-24-7.jpg,CC BY
ROCO_83670,PMC3619451_DDI-39-816-g006.jpg,CC BY-NC
ROCO_83671,PMC5024968_AJUM-18-82-g004.jpg,NO-CC CODE
ROCO_83672,PMC2636097_IndianJOphthalmol-56-103-g004.jpg,CC BY-NC-SA
ROCO_83674,PMC528867_i1536-2442-004-07-0001-f03.jpg,NO-CC CODE
ROCO_83676,PMC2729897_jkms-21-719-g002.jpg,CC BY-NC
ROCO_83677,PMC2825078_IJPS-42-62-g018.jpg,CC BY
ROCO_83678,PMC3759024_fnana-07-00028-g0001.jpg,CC BY
ROCO_83679,PMC5402863_kjs-14-1-23f3.jpg,CC BY-NC
ROCO_83681,PMC2939529_1476-7120-8-36-3.jpg,CC BY
ROCO_83683,PMC5266106_acb-49-241-g002.jpg,CC BY-NC
ROCO_83684,PMC4075211_IJPS-47-153-g001.jpg,CC BY-NC-SA
ROCO_83685,PMC3141150_IJA-55-260-g001.jpg,CC BY-NC-SA
ROCO_83688,PMC2202328_1751-0147-42-425-1.jpg,NO-CC CODE
ROCO_83689,PMC4492351_kjhbps-18-118-g001.jpg,CC BY-NC
ROCO_83690,PMC4876237_IJBI2016-1420230.005.jpg,CC BY
ROCO_83691,PMC4327433_1678-7757-jaos-15-04-0299-gf05.jpg,CC BY-NC
ROCO_83694,PMC4174240_gox-2-e168-g007.jpg,NO-CC CODE
ROCO_83695,PMC3817429_ZooKeys-342-045-g006.jpg,CC BY
ROCO_83696,PMC3981198_cp-2012-4-e84-g002.jpg,NO-CC CODE
ROCO_83697,PMC3078751_fnhum-05-00038-g005.jpg,NO-CC CODE
ROCO_83699,PMC4284062_ccide-7-001Fig12.jpg,CC BY-NC
ROCO_83700,PMC5054996_gox-4-e0865-g013.jpg,CC BY-NC-ND
ROCO_83702,PMC5568059_12886_2017_540_Fig1_HTML.jpg,CC BY
ROCO_83703,PMC5154223_AJPS-13-181-g001.jpg,CC BY-NC-SA
ROCO_83704,PMC3861962_aob-21-080-g05a.jpg,CC BY-NC
ROCO_83706,PMC4610528_sensors-15-23514-g008.jpg,CC BY
ROCO_83707,PMC3507331_IJSS-6-97-g002.jpg,CC BY-NC-SA
ROCO_83709,PMC3085755_167_2009_783_Fig4_HTML.jpg,NO-CC CODE
ROCO_83710,PMC3516962_WIITM-7-17683-g007.jpg,CC BY-NC-ND
ROCO_83711,PMC3326943_SNI-3-41-g003.jpg,CC BY-NC-SA
ROCO_83712,PMC3200329_pone.0026377.g008.jpg,CC BY
ROCO_83713,PMC4341847_CRIS2015-705127.003.jpg,CC BY
ROCO_83715,PMC3498864_jovr-04-256f4.jpg,NO-CC CODE
ROCO_83716,PMC3389875_poljradiol-75-2-82-g008.jpg,NO-CC CODE
ROCO_83717,PMC4168033_BMRI2014-237898.001.jpg,CC BY
ROCO_83719,PMC4899699_gr5.jpg,CC BY-NC-ND
ROCO_83721,PMC2991060_tobaccocontrol41103fig2.jpg,CC BY-NC
ROCO_83722,PMC5308081_JIPS-17-41-g009.jpg,CC BY-NC-SA
ROCO_83725,PMC4789063_CRIOPM2016-9025063.003.jpg,CC BY
ROCO_83726,PMC165416_1477-7819-1-6-4.jpg,NO-CC CODE
ROCO_83730,PMC4152832_biodiversity_data_journal-2-e1156-g001_c.jpg,CC BY
ROCO_83731,PMC3171490_mv-v17-2380-f2.jpg,CC BY
ROCO_83732,PMC2683573_pone.0005723.g005.jpg,CC BY
ROCO_83735,PMC5361470_IJOrtho-51-187-g005.jpg,CC BY-NC-SA
ROCO_83736,PMC3342800_gr15.jpg,NO-CC CODE
ROCO_83738,PMC5704610_JME-34-59-g-001.jpg,CC BY
ROCO_83739,PMC4783933_ijms-17-00199-g004.jpg,CC BY
