ROCO_ID,PMC_ID,CC
ROCO_08898,PMC4435343_crj-02-061-g001.jpg,CC BY-NC-ND
ROCO_08899,PMC5010062_MA-70-235-g002.jpg,CC BY-NC
ROCO_08900,PMC3683195_IJEM-17-228-g002.jpg,CC BY-NC-SA
ROCO_08902,PMC3950805_ABR-3-59-g001.jpg,CC BY-NC-SA
ROCO_08903,PMC5414631_ott-10-2297Fig2.jpg,CC BY-NC
ROCO_08904,PMC4813071_IJRI-26-33-g002.jpg,CC BY-NC-SA
ROCO_08905,PMC4697214_NMJ-56-263-g004.jpg,CC BY-NC-SA
ROCO_08906,PMC3461781_JSTCR-4-53-g004.jpg,CC BY-NC-SA
ROCO_08907,PMC4296991_10-1055-s-0033-1351670-i1270cr-4.jpg,NO-CC CODE
ROCO_08908,PMC4924892_jresv96n3p305_a1bf17.jpg,CC0
ROCO_08909,PMC4003424_JCB-6-22300-g005.jpg,CC BY-NC-ND
ROCO_08910,PMC4637460_CRIA2015-950872.001.jpg,CC BY
ROCO_08911,PMC3105948_1752-1947-5-160-1.jpg,CC BY
ROCO_08912,PMC3505911_CRIM.ORTHOPEDICS2012-173921.002.jpg,CC BY
ROCO_08913,PMC2822252_jkms-19-142-g002.jpg,CC BY-NC
ROCO_08914,PMC2918860_cro0002-0125-f01.jpg,CC BY-NC-ND
ROCO_08915,PMC3066765_LJM-5-4901-g002.jpg,CC BY-NC
ROCO_08916,PMC3194018_jocmr-03-203-g002.jpg,CC BY
ROCO_08917,PMC5553503_10-1055-s-0036-1597664-i1600068cr-1.jpg,CC BY
ROCO_08919,PMC4743356_IJMR-142-621-g004.jpg,CC BY-NC-SA
ROCO_08921,PMC5037063_cureus-0008-000000000750-i03.jpg,CC BY
ROCO_08923,PMC4861849_gr1.jpg,CC BY-NC-ND
ROCO_08925,PMC5352862_CRIOG2017-1471704.001.jpg,CC BY
ROCO_08926,PMC4433139_vim-0031-0007-g07.jpg,NO-CC CODE
ROCO_08927,PMC3766612_CRIM.DENTISTRY2013-723753.002.jpg,CC BY
ROCO_08929,PMC4570950_ksrr-27-156-g004.jpg,CC BY-NC
ROCO_08930,PMC3173667_kcj-41-464-g002.jpg,CC BY-NC
ROCO_08932,PMC3259135_kjpain-25-33-g002.jpg,CC BY-NC
ROCO_08933,PMC4347282_kjr-16-446-g001.jpg,CC BY-NC
ROCO_08934,PMC4895071_gr1a.jpg,CC BY-NC-ND
ROCO_08935,PMC4417321_13256_2014_3151_Fig2_HTML.jpg,CC BY
ROCO_08936,PMC4325397_NAJMS-7-33-g007.jpg,CC BY-NC-SA
ROCO_08937,PMC5580043_gr1.jpg,CC BY-NC-ND
ROCO_08938,PMC2386533_261_2007_9276_Fig8_HTML.jpg,NO-CC CODE
ROCO_08940,PMC5583586_WJG-23-6003-g002.jpg,CC BY-NC
ROCO_08942,PMC3785059_TOORTHJ-7-338_F1b.jpg,CC BY-NC
ROCO_08943,PMC4663289_CRIC2015-854296.002.jpg,CC BY
ROCO_08944,PMC3765383_1471-2342-13-28-2.jpg,CC BY
ROCO_08945,PMC5620408_TOORTHJ-11-610_F6.jpg,CC BY
ROCO_08946,PMC3470086_IJMS-37-202-g001.jpg,NO-CC CODE
ROCO_08947,PMC3445077_10.1177_1941738109359613-fig1.jpg,NO-CC CODE
ROCO_08950,PMC3122334_tropmed-85-001-g002.jpg,CC BY
ROCO_08951,PMC5591136_medi-95-e5256-g005.jpg,CC BY-NC
ROCO_08952,PMC5146900_12888_2016_1158_Fig1_HTML.jpg,CC BY
ROCO_08954,PMC5637642_ZJCH_A_1369375_F0001_B.jpg,CC BY-NC
ROCO_08955,PMC2204043_ijmsv05p0018g04.jpg,NO-CC CODE
ROCO_08956,PMC4303711_246_2014_1015_Fig1_HTML.jpg,NO-CC CODE
ROCO_08958,PMC5301186_eplasty17ic04_fig3.jpg,CC BY
ROCO_08960,PMC4547119_10.1177_1941738115595226-fig3.jpg,NO-CC CODE
ROCO_08961,PMC5343648_AMS-6-308-g002.jpg,CC BY-NC-SA
ROCO_08964,PMC4424264_AMS-11-25029-g001.jpg,CC BY-NC-ND
ROCO_08965,PMC4217353_CRIPU2014-973573.001.jpg,CC BY
ROCO_08966,PMC3100863_JISP-14-186-g004.jpg,CC BY
ROCO_08968,PMC5448032_ijo-29-165-g002.jpg,CC BY
ROCO_08969,PMC4990440_cm-89-423f6.jpg,CC BY-NC-ND
ROCO_08970,PMC4330876_PAMJ-19-65-g003.jpg,CC BY
ROCO_08971,PMC2740104_1757-1626-0002-0000006771-002.jpg,CC BY
ROCO_08972,PMC4885705_PAMJ-23-120-g003.jpg,CC BY
ROCO_08973,PMC3861969_aob-21-098-g03.jpg,CC BY-NC
ROCO_08974,PMC3996444_PAMJ-16-92-g002.jpg,CC BY
ROCO_08975,PMC4341031_MOJ_Vol7_Issue2_12_F3a.jpg,CC BY
ROCO_08977,PMC5423344_gr2.jpg,CC BY-NC-ND
ROCO_08978,PMC5148818_JTHC-11-149-g004.jpg,CC BY
ROCO_08981,PMC3562056_can-7-289fig1.jpg,CC BY
ROCO_08982,PMC3522349_iranjradiol-09-93-g008.jpg,CC BY
ROCO_08983,PMC3963352_UA-6-81-g003.jpg,CC BY-NC-SA
ROCO_08984,PMC4495478_IJN-25-234-g006.jpg,CC BY-NC-SA
ROCO_08985,PMC5603125_CRIVAM2017-3746815.002.jpg,CC BY
ROCO_08986,PMC2630954_1752-1947-3-7-2.jpg,CC BY
ROCO_08987,PMC4052029_IJOrtho-48-289-g004.jpg,CC BY-NC-SA
ROCO_08988,PMC3627157_WIITM-8-19697-g001.jpg,CC BY-NC-ND
ROCO_08989,PMC2635981_IndianJOphthalmol-55-483-g011.jpg,CC BY-NC-SA
ROCO_08990,PMC5029979_AJUM-16-08-g007.jpg,NO-CC CODE
ROCO_08991,PMC3981280_cp-2012-2-e48-g002.jpg,NO-CC CODE
ROCO_08992,PMC2174925_1746-1340-15-16-1.jpg,CC BY
ROCO_08994,PMC3214689_crg0005-0546-f03.jpg,CC BY-NC-ND
ROCO_08995,PMC2918740_11751_2010_83_Fig1_HTML.jpg,NO-CC CODE
ROCO_08997,PMC5358196_cr-02-093-g001.jpg,CC BY
ROCO_08998,PMC2954374_ATM-5-201-g033.jpg,CC BY
ROCO_09000,PMC5152951_med-2015-0004f1.jpg,CC BY-NC-ND
ROCO_09001,PMC5696667_JPN-12-268-g003.jpg,CC BY-NC-SA
ROCO_09002,PMC5383231_pone.0174800.g002.jpg,CC BY
ROCO_09003,PMC3075202_crg0002-0384-f01.jpg,CC BY-NC-ND
ROCO_09005,PMC2850857_wjem-11-68f1.jpg,CC BY-NC
ROCO_09006,PMC3118079_JISP-14-263-g002.jpg,CC BY-NC-SA
ROCO_09007,PMC4579675_JoU-2013-0049-g008.jpg,NO-CC CODE
ROCO_09008,PMC3674925_1477-7819-11-125-2.jpg,CC BY
ROCO_09009,PMC4100839_wjem-15-385-g002.jpg,CC BY-NC
ROCO_09010,PMC2883201_ATM-05-67-g009.jpg,CC BY
ROCO_09012,PMC3765317_pone.0073975.g001.jpg,CC BY
ROCO_09013,PMC4772552_AMS-5-148-g029.jpg,CC BY-NC-SA
ROCO_09014,PMC3515936_JCIS-2-56-g002.jpg,CC BY-NC-SA
ROCO_09015,PMC2651856_1757-1626-2-133-2.jpg,CC BY
ROCO_09016,PMC4245067_jocmr-07-129-g003.jpg,CC BY
ROCO_09017,PMC4445177_EUS-4-158-g004.jpg,CC BY-NC-SA
ROCO_09020,PMC3540689_CRIM.OBGYN2012-763057.001.jpg,CC BY
ROCO_09021,PMC4422209_gox-3-e378-g002.jpg,NO-CC CODE
ROCO_09022,PMC4484293_usg-15003-f3.jpg,CC BY-NC
ROCO_09023,PMC5345331_TODENTJ-11-120_F5.jpg,CC BY
ROCO_09024,PMC4165628_CRIOT2014-569026.003.jpg,CC BY
ROCO_09025,PMC4003779_CRID2014-854986.005.jpg,CC BY
ROCO_09027,PMC5133214_40064_2016_3727_Fig1_HTML.jpg,CC BY
ROCO_09028,PMC4983054_12957_2016_967_Fig8_HTML.jpg,CC BY
ROCO_09030,PMC2649865_ymj-50-174-g001.jpg,CC BY-NC
ROCO_09032,PMC4637455_CRIEM2015-621815.002.jpg,CC BY
ROCO_09034,PMC4898228_gr1.jpg,CC BY-NC-ND
ROCO_09035,PMC3778608_JHRS-6-162-g004.jpg,CC BY-NC-SA
ROCO_09037,PMC2738829_TOORTHJ-3-75_F3.jpg,CC BY-NC
ROCO_09038,PMC4896230_gr1.jpg,CC BY-NC-ND
ROCO_09039,PMC5501915_gr1.jpg,CC BY-NC-ND
ROCO_09040,PMC4030363_IDOJ-5-221-g002.jpg,CC BY-NC-SA
ROCO_09041,PMC4881679_ACA-18-613-g007.jpg,CC BY-NC-SA
ROCO_09042,PMC3022890_1471-2407-10-696-4.jpg,CC BY
ROCO_09043,PMC4300813_10.1177_1947603510383973-fig2.jpg,NO-CC CODE
ROCO_09044,PMC3505709_medoral-17-e1103-g001.jpg,CC BY
ROCO_09045,PMC4227393_fonc-04-00312-g001.jpg,CC BY
ROCO_09046,PMC3350190_CRIM.RADIOLOGY2012-249583.002.jpg,CC BY
ROCO_09047,PMC5472800_jbm-24-135-g001.jpg,CC BY-NC
ROCO_09048,PMC4560127_40792_2015_59_Fig1_HTML.jpg,CC BY
ROCO_09049,PMC4644916_2176-9451-dpjo-20-05-00028-gf08.jpg,CC BY
ROCO_09051,PMC5756803_wjmh-36-15-g005.jpg,CC BY-NC
ROCO_09052,PMC4624359_13032_2015_28_Fig12_HTML.jpg,CC BY
ROCO_09053,PMC4149769_WJNM-13-46-g001.jpg,CC BY-NC-SA
ROCO_09055,PMC4878949_gr1.jpg,CC BY-NC-ND
ROCO_09056,PMC3346690_ISRN.SURGERY2012-652345.001.jpg,CC BY
ROCO_09057,PMC3623473_ISRN.CARDIOLOGY2013-248476.001.jpg,CC BY
ROCO_09058,PMC2749197_JMAS-03-141-g008.jpg,CC BY
ROCO_09059,PMC4861354_j73simf2.jpg,CC0
ROCO_09060,PMC3981398_cp-2011-4-e97-g004.jpg,NO-CC CODE
ROCO_09061,PMC4921186_gr5.jpg,CC BY-NC-ND
ROCO_09062,PMC3477537_CRIM.PATHOLOGY2012-806130.002.jpg,CC BY
ROCO_09063,PMC4637842_IPRS-04-09-g-003.jpg,CC BY
ROCO_09064,PMC3034076_IJU-26-593-g002.jpg,CC BY-NC-SA
ROCO_09065,PMC5201069_IJRI-26-429-g035.jpg,CC BY-NC-SA
ROCO_09066,PMC4818797_CRIS2016-8173048.003.jpg,CC BY
ROCO_09067,PMC4989014_13760_2016_662_Fig1_HTML.jpg,CC BY
ROCO_09070,PMC2792085_ci09001304.jpg,NO-CC CODE
ROCO_09071,PMC5649881_wjon-05-093-g002.jpg,CC BY
ROCO_09074,PMC4173050_13018_2014_81_Fig3_HTML.jpg,CC BY
ROCO_09075,PMC5684817_LI-34-559-g001.jpg,CC BY-NC-SA
ROCO_09076,PMC2936098_JCD-13-94-g003.jpg,CC BY
ROCO_09078,PMC4720922_0392-100X-35-365-g002.jpg,CC BY-NC-ND
ROCO_09080,PMC4469441_PAMJ-20-173-g001.jpg,CC BY
ROCO_09081,PMC3876643_SAJC-2-98-g005.jpg,CC BY-NC-SA
ROCO_09082,PMC4034642_ijcpd-06-044-g002.jpg,CC BY
ROCO_09084,PMC5406612_rjx080f01.jpg,CC BY-NC
ROCO_09085,PMC2942892_1748-717X-5-76-2.jpg,CC BY
ROCO_09086,PMC4722580_JOCR-5-21-g003.jpg,CC BY-NC-SA
ROCO_09087,PMC4857329_10.1177_2050313X15624351-fig1.jpg,CC BY-NC
ROCO_09088,PMC4701860_gr1.jpg,CC BY-NC-ND
ROCO_09091,PMC2682922_TORMJ-3-31_F2.jpg,CC BY-NC
ROCO_09093,PMC2988897_crg0004-0046-f01.jpg,CC BY-NC-ND
ROCO_09094,PMC4769610_gr7.jpg,CC BY-NC-ND
ROCO_09095,PMC5222651_gox-4-e1149-g005.jpg,CC BY-NC-ND
ROCO_09096,PMC3017925_APC-3-174-g001.jpg,CC BY
ROCO_09099,PMC3955307_DRJ-11-124-g004.jpg,CC BY-NC-SA
ROCO_09100,PMC5022238_40608_2016_119_Fig4_HTML.jpg,CC BY
ROCO_09101,PMC4105866_1749-8090-9-124-4.jpg,CC BY
ROCO_09102,PMC3450925_PAMJ-12-63-g001.jpg,CC BY
ROCO_09103,PMC3623779_1749-8090-8-62-1.jpg,CC BY
ROCO_09104,PMC4934096_IJDENT-7-99-g005.jpg,CC BY-NC-SA
ROCO_09105,PMC4095841_hlv-06-128-g002.jpg,CC BY-NC
ROCO_09107,PMC2840741_APC-01-62-g001.jpg,CC BY
ROCO_09108,PMC4075809_1806-3713-jbpneu-39-01-00032-gf04.jpg,CC BY-NC
ROCO_09109,PMC3000416_1752-1947-4-380-3.jpg,CC BY
ROCO_09110,PMC1934928_256_2006_270_Fig15_HTML.jpg,NO-CC CODE
ROCO_09111,PMC4676486_echo-01-D15-g003.jpg,CC BY-NC-ND
ROCO_09112,PMC3000416_1752-1947-4-380-1.jpg,CC BY
ROCO_09113,PMC4518342_NMJ-56-225-g002.jpg,CC BY-NC-SA
ROCO_09114,PMC4736230_BMRI2016-8767845.007.jpg,CC BY
ROCO_09115,PMC4189233_APC-7-173-g001.jpg,CC BY-NC-SA
ROCO_09117,PMC3047888_12245_2010_207_Fig2_HTML.jpg,NO-CC CODE
ROCO_09121,PMC4313679_CRIPE2015-864047.003.jpg,CC BY
ROCO_09122,PMC3728532_CRIM.PULMONOLOGY2013-814632.001.jpg,CC BY
ROCO_09123,PMC4673569_ibij_a_947627_f0007_b.jpg,CC BY
ROCO_09125,PMC3214508_JETS-4-501-g005.jpg,CC BY-NC-SA
ROCO_09126,PMC3257426_or-2011-2-e17-g001.jpg,NO-CC CODE
ROCO_09128,PMC3311144_1532-429X-14-11-1.jpg,CC BY
ROCO_09129,PMC5286921_amjcaserep-18-85-g003.jpg,NO-CC CODE
ROCO_09131,PMC3466877_jthc-7-33-g003.jpg,CC BY-NC
ROCO_09132,PMC4490577_JCIS-5-36-g003.jpg,CC BY-NC-SA
ROCO_09133,PMC3119972_ASM-31-294-g001.jpg,CC BY-NC-SA
ROCO_09134,PMC3214171_1752-1947-5-499-1.jpg,CC BY
ROCO_09135,PMC2740252_1757-1626-0002-0000006741-001.jpg,CC BY
ROCO_09136,PMC4272839_AIM-22-333-g006.jpg,CC BY-NC-SA
ROCO_09137,PMC5152564_i1552-5783-57-15-6624-f01.jpg,CC BY-NC-ND
ROCO_09138,PMC5126867_12884_2016_1171_Fig3_HTML.jpg,CC BY
ROCO_09139,PMC3350006_CRIM.ANESTHESIOLOGY2011-691478.003.jpg,CC BY
ROCO_09140,PMC3530327_NAJMS-4-662-g006.jpg,CC BY-NC-SA
ROCO_09141,PMC3463019_ci12003412.jpg,NO-CC CODE
ROCO_09142,PMC5672999_10.1177_2050313X17740512-fig3.jpg,CC BY-NC
ROCO_09143,PMC3440891_JETS-5-243-g002.jpg,CC BY-NC-SA
ROCO_09145,PMC3044106_1749-799X-6-9-13.jpg,CC BY
ROCO_09146,PMC4198558_ce-47-420-g002.jpg,CC BY-NC
ROCO_09147,PMC2884463_JETS-03-209-g001.jpg,CC BY
ROCO_09148,PMC5553840_JOCR-7-66-g002.jpg,NO-CC CODE
ROCO_09149,PMC3275640_1752-1947-5-561-1.jpg,CC BY
ROCO_09150,PMC3927280_JOACP-30-119-g001.jpg,CC BY-NC-SA
ROCO_09151,PMC4275848_gr4.jpg,CC BY-NC-ND
ROCO_09152,PMC5608115_mrms-15-405-g3.jpg,CC BY
ROCO_09153,PMC4507741_ccide-7-075Fig4.jpg,CC BY-NC
ROCO_09155,PMC5333663_moj-10-056-f3.jpg,CC BY
ROCO_09156,PMC3018118_boe-1-5-1491-g008.jpg,CC BY-NC-ND
ROCO_09158,PMC4484606_amjcaserep-16-386-g003.jpg,NO-CC CODE
ROCO_09159,PMC3259321_13244_2011_75_Fig6_HTML.jpg,NO-CC CODE
ROCO_09160,PMC4719522_UA-8-91-g002.jpg,CC BY-NC-SA
ROCO_09161,PMC5046038_JOPH2016-4971572.002.jpg,CC BY
ROCO_09162,PMC5131202_jgc-13-10-866-g002.jpg,CC BY-NC-SA
ROCO_09164,PMC4110079_rado-48-03-235f2.jpg,CC BY
ROCO_09165,PMC4871416_pone.0155092.g002.jpg,CC BY
ROCO_09166,PMC2674416_1471-2342-9-5-1.jpg,CC BY
ROCO_09167,PMC5443920_gr1.jpg,CC BY-NC-ND
ROCO_09169,PMC2944993_TOOPHTJ-4-28_F1B.jpg,CC BY-NC
ROCO_09170,PMC2873448_1752-1947-4-113-1.jpg,CC BY
ROCO_09171,PMC4785734_12891_2016_975_Fig2_HTML.jpg,CC BY
ROCO_09173,PMC5532902_UA-9-288-g004.jpg,CC BY-NC-SA
ROCO_09176,PMC4317072_PAMJ-19-45-g004.jpg,CC BY
ROCO_09177,PMC4527411_10.1258_acb.2011.011141-fig3.jpg,CC BY-NC
ROCO_09178,PMC5040573_JOCR-6-53-g003.jpg,CC BY-NC-SA
ROCO_09179,PMC3445100_10.1177_1941738110366699-fig5.jpg,NO-CC CODE
ROCO_09180,PMC4247236_poljradiol-79-431-g015.jpg,NO-CC CODE
ROCO_09181,PMC3874611_2047-783X-18-38-3.jpg,CC BY
ROCO_09182,PMC4449924_CRID2015-916060.031.jpg,CC BY
ROCO_09185,PMC5548246_diseases-03-00205-g001.jpg,CC BY
ROCO_09186,PMC3866926_1756-0500-6-536-1.jpg,CC BY
ROCO_09187,PMC5024848_AJUM-12-10-g029.jpg,NO-CC CODE
ROCO_09189,PMC3864485_f120011-3.jpg,NO-CC CODE
ROCO_09190,PMC4150572_gr1.jpg,CC BY-NC-ND
ROCO_09191,PMC3433135_ISRN.NEUROLOGY2012-498303.001.jpg,CC BY
ROCO_09192,PMC3836895_10-1055-s-0033-1357357-i1300008cr-8.jpg,NO-CC CODE
ROCO_09193,PMC5292372_CRINM2017-1607915.001.jpg,CC BY
ROCO_09194,PMC2577646_1757-1626-1-161-2.jpg,CC BY
ROCO_09195,PMC5402381_AIM-25-34-g001.jpg,CC BY-NC
ROCO_09196,PMC2836133_SRCM2010-495834.003.jpg,CC BY
ROCO_09197,PMC5085831_cureus-0008-00000000808-i01.jpg,CC BY
ROCO_09198,PMC3691372_isd-43-117-g002.jpg,CC BY-NC
ROCO_09199,PMC5295550_cr-06-357-g001.jpg,CC BY
ROCO_09200,PMC5356987_cureus-0009-00000001041-i02.jpg,CC BY
ROCO_09201,PMC4128843_tcrm-10-615Fig2.jpg,CC BY-NC
ROCO_09202,PMC5713496_amjcaserep-18-1242-g002.jpg,CC BY-NC-ND
ROCO_09203,PMC5301094_crg-0011-0029-g03.jpg,CC BY-NC
ROCO_09204,PMC3808802_or-2013-3-e27-g001.jpg,CC BY-NC
ROCO_09205,PMC4616589_medi-94-e1197-g001.jpg,CC BY
ROCO_09206,PMC4667022_CRIM2015-250530.004.jpg,CC BY
ROCO_09207,PMC1950215_247_2007_495_Fig13_HTML.jpg,NO-CC CODE
ROCO_09208,PMC5302187_gr9.jpg,CC BY-NC-ND
ROCO_09209,PMC2989139_IJOrtho-41-146-g002.jpg,CC BY
ROCO_09210,PMC5343688_JISPCD-7-8-g004.jpg,CC BY-NC-SA
ROCO_09211,PMC3431055_CRIM.ANESTHESIOLOGY2012-592198.002.jpg,CC BY
ROCO_09212,PMC4064280_1471-230X-14-108-1.jpg,CC BY
ROCO_09213,PMC2963789_kju-51-729-g001.jpg,CC BY-NC
ROCO_09214,PMC2847211_TOCMJ-4-63_F3a.jpg,CC BY-NC
ROCO_09216,PMC3340974_jls0041128100001.jpg,CC BY-NC-ND
ROCO_09217,PMC4849188_AJM-6-47-g002.jpg,CC BY-NC-SA
ROCO_09218,PMC5762187_cureus-0009-00000001834-i02.jpg,CC BY
ROCO_09220,PMC5661666_10.1177_2050313X17736230-fig1.jpg,CC BY-NC
ROCO_09221,PMC2727506_1749-8090-4-40-2.jpg,CC BY
ROCO_09225,PMC3764713_IJN-23-365-g001.jpg,CC BY-NC-SA
ROCO_09227,PMC3487309_PC-2-390-g005.jpg,CC BY-NC-SA
ROCO_09228,PMC5584903_jpr-10-2041Fig1.jpg,CC BY-NC
ROCO_09229,PMC3119940_JIAPS-16-64-g003.jpg,CC BY-NC-SA
ROCO_09230,PMC4685124_CRIRA2015-674868.004.jpg,CC BY
ROCO_09231,PMC5319513_medi-96-e6101-g005.jpg,CC BY
ROCO_09232,PMC4428319_amjcaserep-16-262-g003.jpg,NO-CC CODE
ROCO_09233,PMC2943678_ci10002605.jpg,NO-CC CODE
ROCO_09235,PMC4311339_JFMPC-3-340-g005.jpg,CC BY-NC-SA
ROCO_09236,PMC3350121_CRIM.RADIOLOGY2011-193891.003.jpg,CC BY
ROCO_09239,PMC3954263_rcse9407-e1-03.jpg,CC BY
ROCO_09240,PMC5417731_gr3.jpg,CC BY-NC-ND
ROCO_09241,PMC3032623_pamj-05-21-g002.jpg,CC BY
ROCO_09242,PMC5074821_gr-05-239-g003.jpg,CC BY
ROCO_09244,PMC2628021_ymj-49-1055-g001.jpg,CC BY-NC
ROCO_09246,PMC5672657_JCIS-7-39-g003.jpg,CC BY-NC-SA
ROCO_09247,PMC4278969_11751_2014_205_Fig3_HTML.jpg,NO-CC CODE
ROCO_09248,PMC5712034_gr5.jpg,CC BY-NC-ND
ROCO_09249,PMC317358_1476-7120-1-16-42.jpg,NO-CC CODE
ROCO_09251,PMC3617508_IJOEM-16-59-g001.jpg,CC BY-NC-SA
ROCO_09252,PMC5031924_cureus-0008-000000000696-i02.jpg,CC BY
ROCO_09255,PMC4151651_ETM-08-04-1059-g03.jpg,CC BY
ROCO_09256,PMC3570537_pone.0053651.g008.jpg,CC BY
ROCO_09257,PMC5029322_2176-9451-dpjo-21-04-00099-gf22.jpg,CC BY
ROCO_09258,PMC2747418_IJRI-19-57-g002.jpg,CC BY
ROCO_09259,PMC5075440_PAMJ-24-240-g001.jpg,CC BY
ROCO_09260,PMC4999371_10195_2015_389_Fig5_HTML.jpg,CC BY
ROCO_09262,PMC2615338_ymj-49-507-g002.jpg,CC BY-NC
ROCO_09263,PMC2909725_CRM2010-138023.006.jpg,CC BY
ROCO_09264,PMC5305665_kjfm-38-43-g001.jpg,CC BY-NC
ROCO_09265,PMC3590497_CRIM.MEDICINE2013-609727.001.jpg,CC BY
ROCO_09266,PMC2952912_IJPED2010-717518.003.jpg,CC BY
ROCO_09268,PMC3908973_10-1055-s-0033-1354248-i1200071-3.jpg,NO-CC CODE
ROCO_09269,PMC5058910_medi-94-e2235-g004.jpg,CC BY-ND
ROCO_09270,PMC5755666_cr-08-331-g004.jpg,CC BY-NC
ROCO_09271,PMC4360685_10-1055-s-0034-1374806-i130067-4.jpg,NO-CC CODE
ROCO_09272,PMC3980414_gr3.jpg,CC BY-NC-ND
ROCO_09274,PMC4470240_jcm-04-00075-g003.jpg,CC BY
ROCO_09275,PMC2992482_1475-2840-9-74-3.jpg,CC BY
ROCO_09278,PMC3975989_OR-31-04-1555-g00.jpg,CC BY
ROCO_09279,PMC4247511_IJRI-24-410-g005.jpg,CC BY-NC-SA
ROCO_09280,PMC4963246_gr1.jpg,CC BY-NC-ND
ROCO_09281,PMC3835515_jkms-28-1682-g004.jpg,CC BY-NC
ROCO_09282,PMC4765283_IJABMR-6-73-g002.jpg,CC BY-NC-SA
ROCO_09283,PMC4508372_BMRI2015-205013.005.jpg,CC BY
ROCO_09285,PMC3438872_10.1177_1941738110385203-fig7.jpg,NO-CC CODE
ROCO_09286,PMC5024934_AJUM-17-150-g001.jpg,NO-CC CODE
ROCO_09287,PMC2853042_LI-25-20-g001.jpg,CC BY
ROCO_09292,PMC4676463_echo-02-R37-g007.jpg,CC BY-NC-ND
ROCO_09293,PMC4802200_gr1.jpg,CC BY-NC-ND
ROCO_09294,PMC2774303_1749-8090-4-57-1.jpg,CC BY
ROCO_09295,PMC2684305_IJU-25-105-g001.jpg,CC BY
ROCO_09296,PMC5291084_amjcaserep-18-96-g002.jpg,NO-CC CODE
ROCO_09297,PMC5484237_medi-96-e7260-g003.jpg,CC BY-NC-ND
ROCO_09298,PMC4633555_CRID2015-503059.005.jpg,CC BY
ROCO_09299,PMC4454048_TJH-31-342-g6.jpg,CC BY
ROCO_09301,PMC4233438_JMedLife-07-358-g004.jpg,CC BY
ROCO_09302,PMC5589510_cureus-0009-00000001445-i05.jpg,CC BY
ROCO_09304,PMC5742318_40902_2017_134_Fig7_HTML.jpg,CC BY
ROCO_09305,PMC5477950_sfq015fig2.jpg,CC BY-NC
ROCO_09306,PMC3928849_ABR-3-26-g002.jpg,CC BY-NC-SA
ROCO_09307,PMC3744789_IJO-61-306-g002.jpg,CC BY-NC-SA
ROCO_09309,PMC4063595_OL-08-01-0446-g01.jpg,CC BY
ROCO_09310,PMC4731739_omv07302.jpg,CC BY-NC
ROCO_09311,PMC4073031_AnnGastroenterol-27-273-g002.jpg,CC BY-NC-SA
ROCO_09312,PMC183864_1471-2342-3-2-1.jpg,NO-CC CODE
ROCO_09313,PMC3381493_ymj-53-723-g002.jpg,CC BY-NC
ROCO_09314,PMC4895744_JIAPS-21-153-g001.jpg,CC BY-NC-SA
ROCO_09315,PMC5358178_cr-05-075-g001.jpg,CC BY
ROCO_09317,PMC4519650_gr2.jpg,CC BY-NC-ND
ROCO_09318,PMC5551995_gr1.jpg,CC BY-NC-ND
ROCO_09319,PMC3432223_biij-08-e4-g08.jpg,CC BY
ROCO_09320,PMC3797948_ce-46-579-g002.jpg,CC BY-NC
ROCO_09321,PMC2525652_1477-7819-6-78-2.jpg,CC BY
ROCO_09322,PMC4567778_13019_2015_324_Fig1_HTML.jpg,CC BY
ROCO_09323,PMC3044106_1749-799X-6-9-2.jpg,CC BY
ROCO_09324,PMC3996186_2052-1847-6-1-4.jpg,CC BY
ROCO_09325,PMC4657395_JoU-2015-0028-g010.jpg,NO-CC CODE
ROCO_09326,PMC2787203_11751_2009_68_Fig2_HTML.jpg,NO-CC CODE
ROCO_09328,PMC3169773_455_2010_9304_Fig3_HTML.jpg,NO-CC CODE
ROCO_09329,PMC4772622_crn-0008-0034-g02.jpg,CC BY-NC
ROCO_09331,PMC5493458_cureus-0009-00000001293-i03.jpg,CC BY
ROCO_09332,PMC3936249_fonc-04-00038-g002.jpg,CC BY
ROCO_09334,PMC3485910_CCRP2012-503254.010.jpg,CC BY
ROCO_09335,PMC5632487_CRIOR2017-9806863.006.jpg,CC BY
ROCO_09338,PMC3957441_APC-6-132-g012.jpg,CC BY-NC-SA
ROCO_09339,PMC5024893_AJUM-14-29-g007.jpg,NO-CC CODE
ROCO_09340,PMC4661539_gr5.jpg,CC BY-NC-ND
ROCO_09341,PMC3891405_kjim-20-100-g006.jpg,CC BY-NC
ROCO_09342,PMC5104871_jkaoms-42-284-g004.jpg,CC BY-NC
ROCO_09343,PMC4976735_10.1177_2151458516649642-fig2.jpg,NO-CC CODE
ROCO_09344,PMC5014927_CRIM2016-3756302.003.jpg,CC BY
ROCO_09345,PMC3878282_CRIM.ORTHOPEDICS2013-508219.009.jpg,CC BY
ROCO_09346,PMC3526763_ksrr-24-245-g003.jpg,CC BY-NC
ROCO_09347,PMC3716816_1476-0711-12-13-1.jpg,CC BY
ROCO_09348,PMC4416342_13620_2015_34_Fig1_HTML.jpg,CC BY
ROCO_09350,PMC5404173_JOCR-6-85-g009.jpg,CC BY-NC-SA
ROCO_09351,PMC4636822_atr-04-03-29301-g007.jpg,CC BY-NC
ROCO_09352,PMC3021939_AIAN-13-308-g001.jpg,CC BY
ROCO_09353,PMC4649796_GMS-13-22-g-006.jpg,CC BY
